,id,contestId,creationTimeSeconds,relativeTimeSeconds,problem,author,programmingLanguage,verdict,testset,passedTestCount,timeConsumedMillis,memoryConsumedBytes,points
165,141504211,1621,1641221135,635,"{'contestId': 1621, 'problemsetName': None, 'index': 'A', 'name': 'Stable Arrangement of Rooks', 'type': 'PROGRAMMING', 'points': 500.0, 'rating': 800, 'tags': ['constructive algorithms']}","{'contestId': 1621, 'members': [{'handle': 'bayashi_cl', 'name': None}], 'participantType': 'CONTESTANT', 'teamId': None, 'teamName': None, 'ghost': False, 'room': 647, 'startTimeSeconds': 1641220500}",GNU C++17 (64),OK,TESTS,5,15,0,
166,141521044,1621,1641222519,2019,"{'contestId': 1621, 'problemsetName': None, 'index': 'B', 'name': 'Integers Shop', 'type': 'PROGRAMMING', 'points': 1000.0, 'rating': 1500, 'tags': ['data structures', 'greedy', 'implementation']}","{'contestId': 1621, 'members': [{'handle': 'bayashi_cl', 'name': None}], 'participantType': 'CONTESTANT', 'teamId': None, 'teamName': None, 'ghost': False, 'room': 647, 'startTimeSeconds': 1641220500}",GNU C++17 (64),WRONG_ANSWER,PRETESTS,1,155,1228800,
167,141532021,1621,1641223828,3328,"{'contestId': 1621, 'problemsetName': None, 'index': 'B', 'name': 'Integers Shop', 'type': 'PROGRAMMING', 'points': 1000.0, 'rating': 1500, 'tags': ['data structures', 'greedy', 'implementation']}","{'contestId': 1621, 'members': [{'handle': 'bayashi_cl', 'name': None}], 'participantType': 'CONTESTANT', 'teamId': None, 'teamName': None, 'ghost': False, 'room': 647, 'startTimeSeconds': 1641220500}",GNU C++17 (64),WRONG_ANSWER,PRETESTS,1,140,1228800,
168,141547122,1621,1641225835,5335,"{'contestId': 1621, 'problemsetName': None, 'index': 'B', 'name': 'Integers Shop', 'type': 'PROGRAMMING', 'points': 1000.0, 'rating': 1500, 'tags': ['data structures', 'greedy', 'implementation']}","{'contestId': 1621, 'members': [{'handle': 'bayashi_cl', 'name': None}], 'participantType': 'CONTESTANT', 'teamId': None, 'teamName': None, 'ghost': False, 'room': 647, 'startTimeSeconds': 1641220500}",GNU C++17 (64),WRONG_ANSWER,PRETESTS,1,155,5632000,
169,141560486,1621,1641227674,7174,"{'contestId': 1621, 'problemsetName': None, 'index': 'B', 'name': 'Integers Shop', 'type': 'PROGRAMMING', 'points': 1000.0, 'rating': 1500, 'tags': ['data structures', 'greedy', 'implementation']}","{'contestId': 1621, 'members': [{'handle': 'bayashi_cl', 'name': None}], 'participantType': 'CONTESTANT', 'teamId': None, 'teamName': None, 'ghost': False, 'room': 647, 'startTimeSeconds': 1641220500}",Python 3,WRONG_ANSWER,PRETESTS,1,950,19558400,
170,141570789,1621,1641230688,2147483647,"{'contestId': 1621, 'problemsetName': None, 'index': 'B', 'name': 'Integers Shop', 'type': 'PROGRAMMING', 'points': 1000.0, 'rating': 1500, 'tags': ['data structures', 'greedy', 'implementation']}","{'contestId': 1621, 'members': [{'handle': 'bayashi_cl', 'name': None}], 'participantType': 'PRACTICE', 'teamId': None, 'teamName': None, 'ghost': False, 'room': None, 'startTimeSeconds': 1641220500}",Python 3,OK,TESTS,18,935,14438400,
171,141571492,1621,1641230856,2147483647,"{'contestId': 1621, 'problemsetName': None, 'index': 'B', 'name': 'Integers Shop', 'type': 'PROGRAMMING', 'points': 1000.0, 'rating': 1500, 'tags': ['data structures', 'greedy', 'implementation']}","{'contestId': 1621, 'members': [{'handle': 'bayashi_cl', 'name': None}], 'participantType': 'PRACTICE', 'teamId': None, 'teamName': None, 'ghost': False, 'room': None, 'startTimeSeconds': 1641220500}",Python 3,WRONG_ANSWER,TESTS,1,967,19558400,
172,141572302,1621,1641231136,2147483647,"{'contestId': 1621, 'problemsetName': None, 'index': 'B', 'name': 'Integers Shop', 'type': 'PROGRAMMING', 'points': 1000.0, 'rating': 1500, 'tags': ['data structures', 'greedy', 'implementation']}","{'contestId': 1621, 'members': [{'handle': 'bayashi_cl', 'name': None}], 'participantType': 'PRACTICE', 'teamId': None, 'teamName': None, 'ghost': False, 'room': None, 'startTimeSeconds': 1641220500}",Python 3,OK,TESTS,18,1123,26214400,
173,142191945,1624,1641825467,167,"{'contestId': 1624, 'problemsetName': None, 'index': 'A', 'name': 'Plus One on the Subset', 'type': 'PROGRAMMING', 'points': None, 'rating': 800, 'tags': ['math']}","{'contestId': 1624, 'members': [{'handle': 'bayashi_cl', 'name': None}], 'participantType': 'CONTESTANT', 'teamId': None, 'teamName': None, 'ghost': False, 'room': None, 'startTimeSeconds': 1641825300}",Python 3,OK,TESTS,5,186,716800,
174,142205699,1624,1641825977,677,"{'contestId': 1624, 'problemsetName': None, 'index': 'B', 'name': 'Make AP', 'type': 'PROGRAMMING', 'points': None, 'rating': 900, 'tags': ['implementation', 'math']}","{'contestId': 1624, 'members': [{'handle': 'bayashi_cl', 'name': None}], 'participantType': 'CONTESTANT', 'teamId': None, 'teamName': None, 'ghost': False, 'room': None, 'startTimeSeconds': 1641825300}",Python 3,WRONG_ANSWER,TESTS,1,62,716800,
175,142211671,1624,1641826308,1008,"{'contestId': 1624, 'problemsetName': None, 'index': 'B', 'name': 'Make AP', 'type': 'PROGRAMMING', 'points': None, 'rating': 900, 'tags': ['implementation', 'math']}","{'contestId': 1624, 'members': [{'handle': 'bayashi_cl', 'name': None}], 'participantType': 'CONTESTANT', 'teamId': None, 'teamName': None, 'ghost': False, 'room': None, 'startTimeSeconds': 1641825300}",Python 3,OK,TESTS,20,93,1024000,
176,142224001,1624,1641827107,1807,"{'contestId': 1624, 'problemsetName': None, 'index': 'C', 'name': 'Division by Two and Permutation', 'type': 'PROGRAMMING', 'points': None, 'rating': 1100, 'tags': ['constructive algorithms', 'flows', 'graph matchings', 'greedy', 'math']}","{'contestId': 1624, 'members': [{'handle': 'bayashi_cl', 'name': None}], 'participantType': 'CONTESTANT', 'teamId': None, 'teamName': None, 'ghost': False, 'room': None, 'startTimeSeconds': 1641825300}",GNU C++17 (64),OK,TESTS,29,295,102400,
177,142246638,1624,1641828928,3628,"{'contestId': 1624, 'problemsetName': None, 'index': 'D', 'name': 'Palindromes Coloring', 'type': 'PROGRAMMING', 'points': None, 'rating': 1400, 'tags': ['binary search', 'greedy', 'sortings', 'strings']}","{'contestId': 1624, 'members': [{'handle': 'bayashi_cl', 'name': None}], 'participantType': 'CONTESTANT', 'teamId': None, 'teamName': None, 'ghost': False, 'room': None, 'startTimeSeconds': 1641825300}",GNU C++17 (64),OK,TESTS,21,30,512000,
178,142264321,1624,1641830634,5334,"{'contestId': 1624, 'problemsetName': None, 'index': 'G', 'name': 'MinOr Tree', 'type': 'PROGRAMMING', 'points': None, 'rating': 1900, 'tags': ['bitmasks', 'dfs and similar', 'dsu', 'graphs', 'greedy']}","{'contestId': 1624, 'members': [{'handle': 'bayashi_cl', 'name': None}], 'participantType': 'CONTESTANT', 'teamId': None, 'teamName': None, 'ghost': False, 'room': None, 'startTimeSeconds': 1641825300}",GNU C++17 (64),OK,TESTS,51,764,13721600,
179,142286754,1624,1641833242,7942,"{'contestId': 1624, 'problemsetName': None, 'index': 'E', 'name': 'Masha-forgetful', 'type': 'PROGRAMMING', 'points': None, 'rating': 2000, 'tags': ['brute force', 'constructive algorithms', 'dp', 'hashing', 'implementation', 'strings']}","{'contestId': 1624, 'members': [{'handle': 'bayashi_cl', 'name': None}], 'participantType': 'CONTESTANT', 'teamId': None, 'teamName': None, 'ghost': False, 'room': None, 'startTimeSeconds': 1641825300}",Python 3,RUNTIME_ERROR,TESTS,1,46,716800,
180,142290740,1624,1641834033,2147483647,"{'contestId': 1624, 'problemsetName': None, 'index': 'E', 'name': 'Masha-forgetful', 'type': 'PROGRAMMING', 'points': None, 'rating': 2000, 'tags': ['brute force', 'constructive algorithms', 'dp', 'hashing', 'implementation', 'strings']}","{'contestId': 1624, 'members': [{'handle': 'bayashi_cl', 'name': None}], 'participantType': 'PRACTICE', 'teamId': None, 'teamName': None, 'ghost': False, 'room': None, 'startTimeSeconds': 1641825300}",Python 3,TIME_LIMIT_EXCEEDED,TESTS,21,3000,1536000,
181,142471762,1625,1641989714,614,"{'contestId': 1625, 'problemsetName': None, 'index': 'A', 'name': 'Ancient Civilization', 'type': 'PROGRAMMING', 'points': 500.0, 'rating': 800, 'tags': ['bitmasks', 'greedy', 'math']}","{'contestId': 1625, 'members': [{'handle': 'bayashi_cl', 'name': None}], 'participantType': 'CONTESTANT', 'teamId': None, 'teamName': None, 'ghost': False, 'room': 263, 'startTimeSeconds': 1641989100}",GNU C++17 (64),OK,TESTS,4,15,0,
182,142479005,1625,1641990561,1461,"{'contestId': 1625, 'problemsetName': None, 'index': 'B', 'name': 'Elementary Particles', 'type': 'PROGRAMMING', 'points': 1000.0, 'rating': 1100, 'tags': ['brute force', 'greedy', 'sortings']}","{'contestId': 1625, 'members': [{'handle': 'bayashi_cl', 'name': None}], 'participantType': 'CONTESTANT', 'teamId': None, 'teamName': None, 'ghost': False, 'room': 263, 'startTimeSeconds': 1641989100}",GNU C++17 (64),WRONG_ANSWER,PRETESTS,1,62,2457600,
183,142480219,1625,1641990708,1608,"{'contestId': 1625, 'problemsetName': None, 'index': 'B', 'name': 'Elementary Particles', 'type': 'PROGRAMMING', 'points': 1000.0, 'rating': 1100, 'tags': ['brute force', 'greedy', 'sortings']}","{'contestId': 1625, 'members': [{'handle': 'bayashi_cl', 'name': None}], 'participantType': 'CONTESTANT', 'teamId': None, 'teamName': None, 'ghost': False, 'room': 263, 'startTimeSeconds': 1641989100}",GNU C++17 (64),OK,TESTS,17,311,15257600,
184,142491662,1625,1641992287,3187,"{'contestId': 1625, 'problemsetName': None, 'index': 'C', 'name': 'Road Optimization', 'type': 'PROGRAMMING', 'points': 1500.0, 'rating': 1700, 'tags': ['dp']}","{'contestId': 1625, 'members': [{'handle': 'bayashi_cl', 'name': None}], 'participantType': 'CONTESTANT', 'teamId': None, 'teamName': None, 'ghost': False, 'room': 263, 'startTimeSeconds': 1641989100}",GNU C++17 (64),WRONG_ANSWER,PRETESTS,5,15,4198400,
185,142492703,1625,1641992441,3341,"{'contestId': 1625, 'problemsetName': None, 'index': 'C', 'name': 'Road Optimization', 'type': 'PROGRAMMING', 'points': 1500.0, 'rating': 1700, 'tags': ['dp']}","{'contestId': 1625, 'members': [{'handle': 'bayashi_cl', 'name': None}], 'participantType': 'CONTESTANT', 'teamId': None, 'teamName': None, 'ghost': False, 'room': 263, 'startTimeSeconds': 1641989100}",GNU C++17 (64),WRONG_ANSWER,PRETESTS,7,15,4403200,
186,142493473,1625,1641992557,3457,"{'contestId': 1625, 'problemsetName': None, 'index': 'C', 'name': 'Road Optimization', 'type': 'PROGRAMMING', 'points': 1500.0, 'rating': 1700, 'tags': ['dp']}","{'contestId': 1625, 'members': [{'handle': 'bayashi_cl', 'name': None}], 'participantType': 'CONTESTANT', 'teamId': None, 'teamName': None, 'ghost': False, 'room': 263, 'startTimeSeconds': 1641989100}",GNU C++17 (64),WRONG_ANSWER,PRETESTS,7,15,4403200,
187,142496603,1625,1641993022,3922,"{'contestId': 1625, 'problemsetName': None, 'index': 'C', 'name': 'Road Optimization', 'type': 'PROGRAMMING', 'points': 1500.0, 'rating': 1700, 'tags': ['dp']}","{'contestId': 1625, 'members': [{'handle': 'bayashi_cl', 'name': None}], 'participantType': 'CONTESTANT', 'teamId': None, 'teamName': None, 'ghost': False, 'room': 263, 'startTimeSeconds': 1641989100}",GNU C++17 (64),WRONG_ANSWER,PRETESTS,7,15,4403200,
188,142497820,1625,1641993211,4111,"{'contestId': 1625, 'problemsetName': None, 'index': 'C', 'name': 'Road Optimization', 'type': 'PROGRAMMING', 'points': 1500.0, 'rating': 1700, 'tags': ['dp']}","{'contestId': 1625, 'members': [{'handle': 'bayashi_cl', 'name': None}], 'participantType': 'CONTESTANT', 'teamId': None, 'teamName': None, 'ghost': False, 'room': 263, 'startTimeSeconds': 1641989100}",GNU C++17 (64),WRONG_ANSWER,PRETESTS,7,15,4403200,
189,142501388,1625,1641993761,4661,"{'contestId': 1625, 'problemsetName': None, 'index': 'C', 'name': 'Road Optimization', 'type': 'PROGRAMMING', 'points': 1500.0, 'rating': 1700, 'tags': ['dp']}","{'contestId': 1625, 'members': [{'handle': 'bayashi_cl', 'name': None}], 'participantType': 'CONTESTANT', 'teamId': None, 'teamName': None, 'ghost': False, 'room': 263, 'startTimeSeconds': 1641989100}",GNU C++17 (64),WRONG_ANSWER,PRETESTS,7,0,4403200,
190,142503652,1625,1641994109,5009,"{'contestId': 1625, 'problemsetName': None, 'index': 'C', 'name': 'Road Optimization', 'type': 'PROGRAMMING', 'points': 1500.0, 'rating': 1700, 'tags': ['dp']}","{'contestId': 1625, 'members': [{'handle': 'bayashi_cl', 'name': None}], 'participantType': 'CONTESTANT', 'teamId': None, 'teamName': None, 'ghost': False, 'room': 263, 'startTimeSeconds': 1641989100}",GNU C++17 (64),WRONG_ANSWER,PRETESTS,7,15,4403200,
191,142510904,1625,1641995272,6172,"{'contestId': 1625, 'problemsetName': None, 'index': 'C', 'name': 'Road Optimization', 'type': 'PROGRAMMING', 'points': 1500.0, 'rating': 1700, 'tags': ['dp']}","{'contestId': 1625, 'members': [{'handle': 'bayashi_cl', 'name': None}], 'participantType': 'CONTESTANT', 'teamId': None, 'teamName': None, 'ghost': False, 'room': 263, 'startTimeSeconds': 1641989100}",GNU C++17 (64),OK,TESTS,36,93,2252800,
192,142834031,1627,1642257933,633,"{'contestId': 1627, 'problemsetName': None, 'index': 'A', 'name': 'Not Shading', 'type': 'PROGRAMMING', 'points': 500.0, 'rating': 800, 'tags': ['constructive algorithms', 'implementation']}","{'contestId': 1627, 'members': [{'handle': 'bayashi_cl', 'name': None}], 'participantType': 'CONTESTANT', 'teamId': None, 'teamName': None, 'ghost': False, 'room': 177, 'startTimeSeconds': 1642257300}",GNU C++17 (64),OK,TESTS,8,15,0,
193,142843798,1627,1642259011,1711,"{'contestId': 1627, 'problemsetName': None, 'index': 'B', 'name': 'Not Sitting', 'type': 'PROGRAMMING', 'points': 1250.0, 'rating': 1300, 'tags': ['games', 'greedy', 'sortings']}","{'contestId': 1627, 'members': [{'handle': 'bayashi_cl', 'name': None}], 'participantType': 'CONTESTANT', 'teamId': None, 'teamName': None, 'ghost': False, 'room': 177, 'startTimeSeconds': 1642257300}",GNU C++17 (64),OK,TESTS,17,93,14028800,
194,142860076,1627,1642261377,4077,"{'contestId': 1627, 'problemsetName': None, 'index': 'C', 'name': 'Not Assigning', 'type': 'PROGRAMMING', 'points': 1250.0, 'rating': 1400, 'tags': ['constructive algorithms', 'dfs and similar', 'number theory', 'trees']}","{'contestId': 1627, 'members': [{'handle': 'bayashi_cl', 'name': None}], 'participantType': 'CONTESTANT', 'teamId': None, 'teamName': None, 'ghost': False, 'room': 177, 'startTimeSeconds': 1642257300}",GNU C++17 (64),OK,TESTS,30,233,28160000,
195,142969609,1626,1642343992,292,"{'contestId': 1626, 'problemsetName': None, 'index': 'A', 'name': 'Equidistant Letters', 'type': 'PROGRAMMING', 'points': None, 'rating': 800, 'tags': ['constructive algorithms', 'sortings']}","{'contestId': 1626, 'members': [{'handle': 'bayashi_cl', 'name': None}], 'participantType': 'CONTESTANT', 'teamId': None, 'teamName': None, 'ghost': False, 'room': None, 'startTimeSeconds': 1642343700}",GNU C++17 (64),OK,TESTS,4,0,0,
196,142990767,1626,1642345311,1611,"{'contestId': 1626, 'problemsetName': None, 'index': 'B', 'name': 'Minor Reduction', 'type': 'PROGRAMMING', 'points': None, 'rating': 1100, 'tags': ['greedy', 'strings']}","{'contestId': 1626, 'members': [{'handle': 'bayashi_cl', 'name': None}], 'participantType': 'CONTESTANT', 'teamId': None, 'teamName': None, 'ghost': False, 'room': None, 'startTimeSeconds': 1642343700}",Python 3,OK,TESTS,18,171,1331200,
197,143014192,1626,1642347278,3578,"{'contestId': 1626, 'problemsetName': None, 'index': 'C', 'name': 'Monsters And Spells', 'type': 'PROGRAMMING', 'points': None, 'rating': 1700, 'tags': ['binary search', 'data structures', 'dp', 'greedy', 'implementation', 'math', 'two pointers']}","{'contestId': 1626, 'members': [{'handle': 'bayashi_cl', 'name': None}], 'participantType': 'CONTESTANT', 'teamId': None, 'teamName': None, 'ghost': False, 'room': None, 'startTimeSeconds': 1642343700}",GNU C++17 (64),OK,TESTS,8,31,0,
198,143634969,1629,1642862497,397,"{'contestId': 1629, 'problemsetName': None, 'index': 'A', 'name': 'Download More RAM', 'type': 'PROGRAMMING', 'points': 500.0, 'rating': 800, 'tags': ['brute force', 'greedy', 'sortings']}","{'contestId': 1629, 'members': [{'handle': 'bayashi_cl', 'name': None}], 'participantType': 'CONTESTANT', 'teamId': None, 'teamName': None, 'ghost': False, 'room': 74, 'startTimeSeconds': 1642862100}",GNU C++17 (64),OK,TESTS,19,15,0,
199,143654865,1629,1642863796,1696,"{'contestId': 1629, 'problemsetName': None, 'index': 'B', 'name': 'GCD Arrays', 'type': 'PROGRAMMING', 'points': 750.0, 'rating': 800, 'tags': ['greedy', 'math', 'number theory']}","{'contestId': 1629, 'members': [{'handle': 'bayashi_cl', 'name': None}], 'participantType': 'CONTESTANT', 'teamId': None, 'teamName': None, 'ghost': False, 'room': 74, 'startTimeSeconds': 1642862100}",GNU C++17 (64),WRONG_ANSWER,PRETESTS,1,1856,0,
200,143658212,1629,1642864100,2000,"{'contestId': 1629, 'problemsetName': None, 'index': 'B', 'name': 'GCD Arrays', 'type': 'PROGRAMMING', 'points': 750.0, 'rating': 800, 'tags': ['greedy', 'math', 'number theory']}","{'contestId': 1629, 'members': [{'handle': 'bayashi_cl', 'name': None}], 'participantType': 'CONTESTANT', 'teamId': None, 'teamName': None, 'ghost': False, 'room': 74, 'startTimeSeconds': 1642862100}",GNU C++17 (64),OK,TESTS,11,77,0,
201,143686266,1629,1642867427,5327,"{'contestId': 1629, 'problemsetName': None, 'index': 'C', 'name': 'Meximum Array', 'type': 'PROGRAMMING', 'points': 1250.0, 'rating': 1400, 'tags': ['constructive algorithms', 'data structures', 'greedy', 'math', 'two pointers']}","{'contestId': 1629, 'members': [{'handle': 'bayashi_cl', 'name': None}], 'participantType': 'CONTESTANT', 'teamId': None, 'teamName': None, 'ghost': False, 'room': 74, 'startTimeSeconds': 1642862100}",GNU C++17 (64),OK,TESTS,23,62,2662400,
202,143702381,1629,1642872335,2147483647,"{'contestId': 1629, 'problemsetName': None, 'index': 'D', 'name': 'Peculiar Movie Preferences', 'type': 'PROGRAMMING', 'points': 1500.0, 'rating': 1700, 'tags': ['greedy', 'strings']}","{'contestId': 1629, 'members': [{'handle': 'bayashi_cl', 'name': None}], 'participantType': 'PRACTICE', 'teamId': None, 'teamName': None, 'ghost': False, 'room': None, 'startTimeSeconds': 1642862100}",GNU C++17 (64),OK,TESTS,39,46,3174400,
203,144173363,1631,1643294509,409,"{'contestId': 1631, 'problemsetName': None, 'index': 'A', 'name': 'Min Max Swap', 'type': 'PROGRAMMING', 'points': 500.0, 'rating': 800, 'tags': ['greedy']}","{'contestId': 1631, 'members': [{'handle': 'bayashi_cl', 'name': None}], 'participantType': 'CONTESTANT', 'teamId': None, 'teamName': None, 'ghost': False, 'room': 503, 'startTimeSeconds': 1643294100}",GNU C++17 (64),OK,TESTS,9,15,0,
204,144186422,1631,1643295220,1120,"{'contestId': 1631, 'problemsetName': None, 'index': 'B', 'name': 'Fun with Even Subarrays', 'type': 'PROGRAMMING', 'points': 1000.0, 'rating': 1100, 'tags': ['dp', 'greedy']}","{'contestId': 1631, 'members': [{'handle': 'bayashi_cl', 'name': None}], 'participantType': 'CONTESTANT', 'teamId': None, 'teamName': None, 'ghost': False, 'room': 503, 'startTimeSeconds': 1643294100}",GNU C++17 (64),WRONG_ANSWER,PRETESTS,2,31,819200,
205,144189214,1631,1643295389,1289,"{'contestId': 1631, 'problemsetName': None, 'index': 'B', 'name': 'Fun with Even Subarrays', 'type': 'PROGRAMMING', 'points': 1000.0, 'rating': 1100, 'tags': ['dp', 'greedy']}","{'contestId': 1631, 'members': [{'handle': 'bayashi_cl', 'name': None}], 'participantType': 'CONTESTANT', 'teamId': None, 'teamName': None, 'ghost': False, 'room': 503, 'startTimeSeconds': 1643294100}",GNU C++17 (64),OK,TESTS,30,31,819200,
206,144231869,1631,1643299244,5144,"{'contestId': 1631, 'problemsetName': None, 'index': 'C', 'name': 'And Matching', 'type': 'PROGRAMMING', 'points': 1500.0, 'rating': 1500, 'tags': ['bitmasks', 'constructive algorithms']}","{'contestId': 1631, 'members': [{'handle': 'bayashi_cl', 'name': None}], 'participantType': 'CONTESTANT', 'teamId': None, 'teamName': None, 'ghost': False, 'room': 503, 'startTimeSeconds': 1643294100}",GNU C++17 (64),OK,TESTS,22,31,512000,
207,144650097,1632,1643634639,2147483647,"{'contestId': 1632, 'problemsetName': None, 'index': 'A', 'name': 'ABC', 'type': 'PROGRAMMING', 'points': 500.0, 'rating': 800, 'tags': ['implementation']}","{'contestId': 1632, 'members': [{'handle': 'bayashi_cl', 'name': None}], 'participantType': 'PRACTICE', 'teamId': None, 'teamName': None, 'ghost': False, 'room': None, 'startTimeSeconds': 1643553300}",GNU C++17 (64),OK,TESTS,9,15,0,
208,144659366,1633,1643639953,253,"{'contestId': 1633, 'problemsetName': None, 'index': 'A', 'name': 'Div. 7', 'type': 'PROGRAMMING', 'points': None, 'rating': 800, 'tags': ['brute force']}","{'contestId': 1633, 'members': [{'handle': 'bayashi_cl', 'name': None}], 'participantType': 'CONTESTANT', 'teamId': None, 'teamName': None, 'ghost': False, 'room': None, 'startTimeSeconds': 1643639700}",GNU C++17 (64),OK,TESTS,3,15,0,
209,144666218,1633,1643640214,514,"{'contestId': 1633, 'problemsetName': None, 'index': 'B', 'name': 'Minority', 'type': 'PROGRAMMING', 'points': None, 'rating': 800, 'tags': ['greedy']}","{'contestId': 1633, 'members': [{'handle': 'bayashi_cl', 'name': None}], 'participantType': 'CONTESTANT', 'teamId': None, 'teamName': None, 'ghost': False, 'room': None, 'startTimeSeconds': 1643639700}",GNU C++17 (64),WRONG_ANSWER,TESTS,1,0,0,
210,144677575,1633,1643640642,942,"{'contestId': 1633, 'problemsetName': None, 'index': 'B', 'name': 'Minority', 'type': 'PROGRAMMING', 'points': None, 'rating': 800, 'tags': ['greedy']}","{'contestId': 1633, 'members': [{'handle': 'bayashi_cl', 'name': None}], 'participantType': 'CONTESTANT', 'teamId': None, 'teamName': None, 'ghost': False, 'room': None, 'startTimeSeconds': 1643639700}",GNU C++17 (64),OK,TESTS,14,15,512000,
211,144688804,1633,1643641159,1459,"{'contestId': 1633, 'problemsetName': None, 'index': 'C', 'name': 'Kill the Monster', 'type': 'PROGRAMMING', 'points': None, 'rating': 1100, 'tags': ['brute force', 'math']}","{'contestId': 1633, 'members': [{'handle': 'bayashi_cl', 'name': None}], 'participantType': 'CONTESTANT', 'teamId': None, 'teamName': None, 'ghost': False, 'room': None, 'startTimeSeconds': 1643639700}",GNU C++17 (64),OK,TESTS,42,46,0,
212,144715751,1633,1643642989,3289,"{'contestId': 1633, 'problemsetName': None, 'index': 'D', 'name': 'Make Them Equal', 'type': 'PROGRAMMING', 'points': None, 'rating': 1600, 'tags': ['dp', 'greedy']}","{'contestId': 1633, 'members': [{'handle': 'bayashi_cl', 'name': None}], 'participantType': 'CONTESTANT', 'teamId': None, 'teamName': None, 'ghost': False, 'room': None, 'startTimeSeconds': 1643639700}",GNU C++17 (64),MEMORY_LIMIT_EXCEEDED,TESTS,19,717,268390400,
213,144736050,1633,1643644918,5218,"{'contestId': 1633, 'problemsetName': None, 'index': 'E', 'name': 'Spanning Tree Queries', 'type': 'PROGRAMMING', 'points': None, 'rating': 2400, 'tags': ['binary search', 'data structures', 'dsu', 'graphs', 'greedy', 'math', 'sortings', 'trees']}","{'contestId': 1633, 'members': [{'handle': 'bayashi_cl', 'name': None}], 'participantType': 'CONTESTANT', 'teamId': None, 'teamName': None, 'ghost': False, 'room': None, 'startTimeSeconds': 1643639700}",GNU C++17 (64),TIME_LIMIT_EXCEEDED,TESTS,9,4000,1331200,
214,144868184,1633,1643735466,2147483647,"{'contestId': 1633, 'problemsetName': None, 'index': 'D', 'name': 'Make Them Equal', 'type': 'PROGRAMMING', 'points': None, 'rating': 1600, 'tags': ['dp', 'greedy']}","{'contestId': 1633, 'members': [{'handle': 'bayashi_cl', 'name': None}], 'participantType': 'PRACTICE', 'teamId': None, 'teamName': None, 'ghost': False, 'room': None, 'startTimeSeconds': 1643639700}",GNU C++17 (64),OK,TESTS,66,702,12288000,
